CompanyID,baseline,2.0yr,2.5yr,3.0yr,3.9yr
265140-01,Early Stage VC,,,,
265140-46,Early Stage VC,,,,
265141-72,Early Stage VC,,,,
265143-97,Early Stage VC,,,,
265147-12,Early Stage VC,,,,
265150-99,Early Stage VC,,,,
265151-71,Early Stage VC,,,,
265153-96,Early Stage VC,,,,
265155-40,Early Stage VC,,,,
265155-49,Early Stage VC,,,,
265155-85,Early Stage VC,,,,
265156-21,Early Stage VC,,,,
265157-11,Early Stage VC,,,,
265157-92,Early Stage VC,,,,
265161-52,Early Stage VC,,,,
265161-70,Early Stage VC,,,,
265162-96,Early Stage VC,,,,
265163-50,Early Stage VC,,,,
265166-29,Early Stage VC,,,,
265166-38,Early Stage VC,,,,
265167-37,Early Stage VC,,,,
265167-64,Early Stage VC,,,,
265168-00,Early Stage VC,,,,
265168-27,Early Stage VC,,,,
265168-72,Early Stage VC,,,,
265169-71,Early Stage VC,,,,
265169-98,Early Stage VC,,,,
265170-25,Early Stage VC,,,,
265170-52,Early Stage VC,,,,
265171-60,Early Stage VC,,,,
265171-69,Early Stage VC,,,,
265171-87,Early Stage VC,,,,
265172-32,Early Stage VC,,,,
265173-94,Early Stage VC,,,,
265176-01,Early Stage VC,,,,
265179-34,Early Stage VC,,,,
265179-61,Early Stage VC,,,,
265179-88,Early Stage VC,,,,
265180-06,Early Stage VC,,,,
265180-15,Early Stage VC,,,,
265180-42,Early Stage VC,,,,
265181-05,Early Stage VC,,,,
265181-14,Early Stage VC,,,,
265181-77,Early Stage VC,,,,
265182-49,Early Stage VC,,,,
265182-67,Early Stage VC,,,,
265183-30,Early Stage VC,,,,
265183-48,Early Stage VC,,,,
265183-66,Early Stage VC,,,,
265184-47,Early Stage VC,,,,
265184-83,Early Stage VC,,,,
265186-36,Early Stage VC,,,,
265190-14,Early Stage VC,,,,
265190-41,Early Stage VC,,,,
265190-77,Early Stage VC,,,,
265191-22,Early Stage VC,,,,
265191-85,Early Stage VC,,,,
265191-94,Early Stage VC,,,,
265192-57,Early Stage VC,,,,
265192-75,Early Stage VC,,,,
265194-28,Early Stage VC,,,,
265195-27,Early Stage VC,,,,
265196-71,Early Stage VC,,,,
265199-50,Early Stage VC,,,,
265200-94,Early Stage VC,,,,
265204-99,Early Stage VC,,,,
265208-50,Early Stage VC,,,,
265208-95,Early Stage VC,,,,
265209-67,Early Stage VC,,,,
265209-85,Early Stage VC,,,,
265214-89,Early Stage VC,,,,
265215-07,Early Stage VC,,,,
265215-25,Early Stage VC,,,,
265215-61,Early Stage VC,,,,
265217-59,Early Stage VC,,,,
265218-49,Early Stage VC,,,,
265221-01,Early Stage VC,,,,
265222-54,Early Stage VC,,,,
265227-85,Early Stage VC,,,,
265231-18,Early Stage VC,,,,
265234-42,Early Stage VC,,,,
265236-40,Early Stage VC,,,,
265237-03,Early Stage VC,,,,
265239-73,Early Stage VC,,,,
265239-91,Early Stage VC,,,,
265240-54,Early Stage VC,,,,
265240-81,Early Stage VC,,,,
265241-80,Early Stage VC,,,,
265242-43,Early Stage VC,,,,
265242-61,Early Stage VC,,,,
265244-41,Early Stage VC,,,,
265244-86,Early Stage VC,,,,
265245-85,Early Stage VC,,,,
265245-94,Early Stage VC,,,,
265248-01,Early Stage VC,,,,
265249-00,Early Stage VC,,,,
265251-79,Early Stage VC,,,,
265252-15,Early Stage VC,,,,
265253-86,Early Stage VC,,,,
265253-95,Early Stage VC,,,,
265254-40,Early Stage VC,,,,
265258-90,Early Stage VC,,,,
265262-23,Early Stage VC,,,,
265265-02,Early Stage VC,,,,
265269-43,Early Stage VC,,,,
265270-24,Early Stage VC,,,,
265271-59,Early Stage VC,,,,
265272-58,Early Stage VC,,,,
265273-21,Early Stage VC,,,,
265273-84,Early Stage VC,,,,
265274-38,Early Stage VC,,,,
265275-10,Early Stage VC,,,,
265275-82,Early Stage VC,,,,
265276-54,Early Stage VC,,,,
265280-41,Early Stage VC,,,,
265281-31,Early Stage VC,,,,
265281-49,Early Stage VC,,,,
265281-85,Early Stage VC,,,,
265282-30,Early Stage VC,,,,
265282-57,Early Stage VC,,,,
265283-74,Early Stage VC,,,,
265285-90,Early Stage VC,,,,
265286-98,Early Stage VC,,,,
265287-88,Early Stage VC,,,,
265288-51,Early Stage VC,,,,
265289-68,Early Stage VC,,,,
265289-95,Early Stage VC,,,,
265290-31,Early Stage VC,,,,
265290-40,Early Stage VC,,,,
265292-65,Early Stage VC,,,,
265293-82,Early Stage VC,,,,
265295-53,Early Stage VC,,,,
265296-25,Early Stage VC,,,,
265296-70,Early Stage VC,,,,
265296-97,Early Stage VC,,,,
265301-38,Early Stage VC,,,,
265307-41,Early Stage VC,,,,
265310-20,Early Stage VC,,,,
265311-28,Early Stage VC,,,,
265312-00,Early Stage VC,,,,
265313-53,Early Stage VC,,,,
265313-80,Early Stage VC,,,,
265314-43,Early Stage VC,,,,
265315-06,Early Stage VC,,,,
265316-14,Early Stage VC,,,,
265316-77,Early Stage VC,,,,
265317-40,Early Stage VC,,,,
265320-91,Early Stage VC,,,,
265321-36,Early Stage VC,,,,
265324-15,Early Stage VC,,,,
265324-87,Early Stage VC,,,,
265325-86,Early Stage VC,,,,
265336-75,Early Stage VC,,,,
265339-36,Early Stage VC,,,,
265339-90,Early Stage VC,,,,
265341-34,Early Stage VC,,,,
265342-06,Early Stage VC,,,,
265342-33,Early Stage VC,,,,
265342-42,Early Stage VC,,,,
265342-51,Early Stage VC,,,,
265344-76,Early Stage VC,,,,
265345-12,Early Stage VC,,,,
265346-38,Early Stage VC,,,,
265347-37,Early Stage VC,,,,
265349-53,Early Stage VC,,,,
265349-89,Early Stage VC,,,,
265350-70,Early Stage VC,,,,
265351-60,Early Stage VC,,,,
265351-69,Early Stage VC,,,,
265352-41,Early Stage VC,,,,
265353-04,Early Stage VC,,,,
265354-84,Early Stage VC,,,,
265355-56,Early Stage VC,,,,
265356-19,Early Stage VC,,,,
265357-00,Early Stage VC,,,,
265357-90,Early Stage VC,,,,
265358-35,Early Stage VC,,,,
265368-07,Early Stage VC,,,,
265368-34,Early Stage VC,,,,
265368-43,Early Stage VC,,,,
265370-14,Early Stage VC,,,,
265372-57,Early Stage VC,,,,
265374-64,Early Stage VC,,,,
265378-24,Early Stage VC,,,,
265378-69,Early Stage VC,,,,
265379-50,Early Stage VC,,,,
265380-67,Early Stage VC,,,,
265380-94,Early Stage VC,,,,
265381-30,Early Stage VC,,,,
265381-66,Early Stage VC,,,,
265382-74,Early Stage VC,,,,
265384-54,Early Stage VC,,,,
265385-71,Early Stage VC,,,,
265388-86,Early Stage VC,,,,
265390-84,Early Stage VC,,,,
265391-38,Early Stage VC,,,,
265391-47,Early Stage VC,,,,
265391-83,Early Stage VC,,,,
265392-01,Early Stage VC,,,,
265392-10,Early Stage VC,,,,
265393-90,Early Stage VC,,,,
265394-44,Early Stage VC,,,,
265394-80,Early Stage VC,,,,
265394-98,Early Stage VC,,,,
265395-34,Early Stage VC,,,,
265395-79,Early Stage VC,,,,
265397-14,Early Stage VC,,,,
265397-95,Early Stage VC,,,,
265404-16,Early Stage VC,,,,
265404-43,Early Stage VC,,,,
265405-96,Early Stage VC,,,,
265406-86,Early Stage VC,,,,
265406-95,Early Stage VC,,,,
265407-13,Early Stage VC,,,,
265407-85,Early Stage VC,,,,
265408-66,Early Stage VC,,,,
265409-47,Early Stage VC,,,,
265411-63,Early Stage VC,,,,
265415-95,Early Stage VC,,,,
265416-31,Early Stage VC,,,,
265416-76,Early Stage VC,,,,
265418-02,Early Stage VC,,,,
265418-11,Early Stage VC,,,,
265418-83,Early Stage VC,,,,
265420-27,Early Stage VC,,,,
265426-39,Early Stage VC,,,,
265427-47,Early Stage VC,,,,
265427-56,Early Stage VC,,,,
265428-01,Early Stage VC,,,,
265428-46,Early Stage VC,,,,
265428-55,Early Stage VC,,,,
265429-00,Early Stage VC,,,,
265430-71,Early Stage VC,,,,
265436-56,Early Stage VC,,,,
265437-01,Early Stage VC,,,,
265438-00,Early Stage VC,,,,
265440-79,Early Stage VC,,,,
265440-88,Early Stage VC,,,,
265441-15,Early Stage VC,,,,
265441-60,Early Stage VC,,,,
265442-23,Early Stage VC,,,,
265444-84,Early Stage VC,,,,
265445-20,Early Stage VC,,,,
265445-38,Early Stage VC,,,,
265445-47,Early Stage VC,,,,
265445-92,Early Stage VC,,,,
265447-99,Early Stage VC,,,,
265449-61,Early Stage VC,,,,
265452-94,Early Stage VC,,,,
265453-30,Early Stage VC,,,,
265454-83,Early Stage VC,,,,
265459-06,Early Stage VC,,,,
265462-84,Early Stage VC,,,,
265466-89,Early Stage VC,,,,
265467-88,Early Stage VC,,,,
265468-51,Early Stage VC,,,,
265469-41,Early Stage VC,,,,
265470-76,Early Stage VC,,,,
265471-48,Early Stage VC,,,,
265471-57,Early Stage VC,,,,
265472-20,Early Stage VC,,,,
265473-82,Early Stage VC,,,,
265473-91,Early Stage VC,,,,
265474-27,Early Stage VC,,,,
265482-64,Early Stage VC,,,,
265483-54,Early Stage VC,,,,
265484-89,Early Stage VC,,,,
265485-52,Early Stage VC,,,,
265485-61,Early Stage VC,,,,
265486-69,Early Stage VC,,,,
265489-30,Early Stage VC,,,,
265489-48,Early Stage VC,,,,
265496-05,Early Stage VC,,,,
265496-32,Early Stage VC,,,,
265496-41,Early Stage VC,,,,
265498-12,Early Stage VC,,,,
265498-93,Early Stage VC,,,,
265499-38,Early Stage VC,,,,
265499-83,Early Stage VC,,,,
265499-92,Early Stage VC,,,,
265500-37,Early Stage VC,,,,
265501-90,Early Stage VC,,,,
265505-14,Early Stage VC,,,,
265505-23,Early Stage VC,,,,
265506-31,Early Stage VC,,,,
265510-36,Early Stage VC,,,,
265511-26,Early Stage VC,,,,
265511-89,Early Stage VC,,,,
265515-04,Early Stage VC,,,,
265516-75,Early Stage VC,,,,
265516-93,Early Stage VC,,,,
265517-02,Early Stage VC,,,,
265519-45,Early Stage VC,,,,
265524-40,Early Stage VC,,,,
265526-65,Early Stage VC,,,,
265530-07,Early Stage VC,,,,
265534-93,Early Stage VC,,,,
265537-27,Early Stage VC,,,,
265537-54,Early Stage VC,,,,
265537-72,Early Stage VC,,,,
265540-33,Early Stage VC,,,,
265541-59,Early Stage VC,,,,
265541-77,Early Stage VC,,,,
265542-94,Early Stage VC,,,,
265546-00,Early Stage VC,,,,
265547-08,Early Stage VC,,,,
265550-59,Early Stage VC,,,,
265551-40,Early Stage VC,,,,
265552-39,Early Stage VC,,,,
265552-84,Early Stage VC,,,,
265554-64,Early Stage VC,,,,
265558-15,Early Stage VC,,,,
265560-04,Early Stage VC,,,,
265563-19,Early Stage VC,,,,
265570-30,Early Stage VC,,,,
265574-62,Early Stage VC,,,,
265576-51,Early Stage VC,,,,
265577-95,Early Stage VC,,,,
265581-01,Early Stage VC,,,,
265581-91,Early Stage VC,,,,
265589-83,Early Stage VC,,,,
265595-32,Early Stage VC,,,,
265596-22,Early Stage VC,,,,
265597-30,Early Stage VC,,,,
265597-57,Early Stage VC,,,,
265598-47,Early Stage VC,,,,
265600-45,Early Stage VC,,,,
265600-90,Early Stage VC,,,,
265603-33,Early Stage VC,,,,
265603-51,Early Stage VC,,,,
265610-89,Early Stage VC,,,,
265624-93,Early Stage VC,,,,
265625-02,Early Stage VC,,,,
265626-01,Early Stage VC,,,,
265626-91,Early Stage VC,,,,
265627-45,Early Stage VC,,,,
265628-08,Early Stage VC,,,,
265629-34,Early Stage VC,,,,
265629-79,Early Stage VC,,,,
265631-50,Early Stage VC,,,,
265634-92,Early Stage VC,,,,
265635-64,Early Stage VC,,,,
265636-90,Early Stage VC,,,,
265643-11,Early Stage VC,,,,
265645-81,Early Stage VC,,,,
265646-44,Early Stage VC,,,,
265652-11,Early Stage VC,,,,
265657-15,Early Stage VC,,,,
265657-69,Early Stage VC,,,,
265661-83,Early Stage VC,,,,
265662-82,Early Stage VC,,,,
265665-88,Early Stage VC,,,,
265666-06,Early Stage VC,,,,
265666-60,Early Stage VC,,,,
265667-14,Early Stage VC,,,,
265668-76,Early Stage VC,,,,
265674-16,Early Stage VC,,,,
265678-57,Early Stage VC,,,,
265681-00,Early Stage VC,,,,
265684-33,Early Stage VC,,,,
265686-67,Early Stage VC,,,,
265687-57,Early Stage VC,,,,
265687-66,Early Stage VC,,,,
265688-11,Early Stage VC,,,,
265688-20,Early Stage VC,,,,
265688-29,Early Stage VC,,,,
265689-01,Early Stage VC,,,,
265689-10,Early Stage VC,,,,
265691-17,Early Stage VC,,,,
265691-26,Early Stage VC,,,,
265691-71,Early Stage VC,,,,
265694-59,Early Stage VC,,,,
265695-04,Early Stage VC,,,,
265696-12,Early Stage VC,,,,
265696-30,Early Stage VC,,,,
265696-75,Early Stage VC,,,,
265698-64,Early Stage VC,,,,
265700-26,Early Stage VC,,,,
265704-31,Early Stage VC,,,,
265705-84,Early Stage VC,,,,
265708-54,Early Stage VC,,,,
265709-35,Early Stage VC,,,,
265711-51,Early Stage VC,,,,
265712-86,Early Stage VC,,,,
265713-22,Early Stage VC,,,,
265713-40,Early Stage VC,,,,
265714-21,Early Stage VC,,,,
265715-11,Early Stage VC,,,,
265722-85,Early Stage VC,,,,
265722-94,Early Stage VC,,,,
265723-12,Early Stage VC,,,,
265723-21,Early Stage VC,,,,
265723-30,Early Stage VC,,,,
265723-39,Early Stage VC,,,,
265724-20,Early Stage VC,,,,
265724-92,Early Stage VC,,,,
265725-10,Early Stage VC,,,,
265725-37,Early Stage VC,,,,
265725-82,Early Stage VC,,,,
265726-09,Early Stage VC,,,,
265726-45,Early Stage VC,,,,
265726-63,Early Stage VC,,,,
265726-72,Early Stage VC,,,,
265726-99,Early Stage VC,,,,
265727-17,Early Stage VC,,,,
265727-35,Early Stage VC,,,,
265727-71,Early Stage VC,,,,
265730-77,Early Stage VC,,,,
265731-85,Early Stage VC,,,,
265732-03,Early Stage VC,,,,
265733-29,Early Stage VC,,,,
265733-74,Early Stage VC,,,,
265733-92,Early Stage VC,,,,
265734-19,Early Stage VC,,,,
265739-50,Early Stage VC,,,,
265740-13,Early Stage VC,,,,
265740-76,Early Stage VC,,,,
265741-57,Early Stage VC,,,,
265745-17,Early Stage VC,,,,
265746-34,Early Stage VC,,,,
265746-61,Early Stage VC,,,,
265748-41,Early Stage VC,,,,
265748-95,Early Stage VC,,,,
265750-57,Early Stage VC,,,,
265756-69,Early Stage VC,,,,
265757-59,Early Stage VC,,,,
265757-68,Early Stage VC,,,,
265758-13,Early Stage VC,,,,
265758-31,Early Stage VC,,,,
265758-40,Early Stage VC,,,,
265759-93,Early Stage VC,,,,
265760-29,Early Stage VC,,,,
265762-45,Early Stage VC,,,,
265763-80,Early Stage VC,,,,
265764-61,Early Stage VC,,,,
265770-37,Early Stage VC,,,,
265771-99,Early Stage VC,,,,
265773-61,Early Stage VC,,,,
265774-15,Early Stage VC,,,,
265775-32,Early Stage VC,,,,
265775-77,Early Stage VC,,,,
265777-84,Early Stage VC,,,,
265778-47,Early Stage VC,,,,
265782-16,Early Stage VC,,,,
265789-72,Early Stage VC,,,,
265789-81,Early Stage VC,,,,
265789-99,Early Stage VC,,,,
265790-08,Early Stage VC,,,,
265790-71,Early Stage VC,,,,
265790-80,Early Stage VC,,,,
265791-16,Early Stage VC,,,,
265791-70,Early Stage VC,,,,
265791-88,Early Stage VC,,,,
265791-97,Early Stage VC,,,,
265792-24,Early Stage VC,,,,
265792-42,Early Stage VC,,,,
265792-51,Early Stage VC,,,,
265792-60,Early Stage VC,,,,
265792-78,Early Stage VC,,,,
265792-87,Early Stage VC,,,,
265792-96,Early Stage VC,,,,
265793-14,Early Stage VC,,,,
265795-21,Early Stage VC,,,,
265795-66,Early Stage VC,,,,
265796-11,Early Stage VC,,,,
265796-38,Early Stage VC,,,,
265797-10,Early Stage VC,,,,
265797-82,Early Stage VC,,,,
265798-27,Early Stage VC,,,,
265801-60,Early Stage VC,,,,
265802-23,Early Stage VC,,,,
265805-02,Early Stage VC,,,,
265805-29,Early Stage VC,,,,
265807-99,Early Stage VC,,,,
265810-69,Early Stage VC,,,,
265811-32,Early Stage VC,,,,
265815-55,Early Stage VC,,,,
265817-44,Early Stage VC,,,,
265819-69,Early Stage VC,,,,
265822-57,Early Stage VC,,,,
265824-28,Early Stage VC,,,,
265826-08,Early Stage VC,,,,
265826-35,Early Stage VC,,,,
265826-44,Early Stage VC,,,,
265827-07,Early Stage VC,,,,
265827-97,Early Stage VC,,,,
265828-06,Early Stage VC,,,,
265828-15,Early Stage VC,,,,
265828-24,Early Stage VC,,,,
265828-33,Early Stage VC,,,,
265828-51,Early Stage VC,,,,
265828-78,Early Stage VC,,,,
265828-96,Early Stage VC,,,,
265829-05,Early Stage VC,,,,
265829-59,Early Stage VC,,,,
265829-68,Early Stage VC,,,,
265829-95,Early Stage VC,,,,
265830-13,Early Stage VC,,,,
265830-22,Early Stage VC,,,,
265830-58,Early Stage VC,,,,
265831-84,Early Stage VC,,,,
265835-08,Early Stage VC,,,,
265840-48,Early Stage VC,,,,
265841-02,Early Stage VC,,,,
265841-74,Early Stage VC,,,,
265841-92,Early Stage VC,,,,
265842-82,Early Stage VC,,,,
265843-36,Early Stage VC,,,,
265844-26,Early Stage VC,,,,
265849-66,Early Stage VC,,,,
265850-92,Early Stage VC,,,,
265854-25,Early Stage VC,,,,
265854-88,Early Stage VC,,,,
265855-51,Early Stage VC,,,,
265855-87,Early Stage VC,,,,
265856-32,Early Stage VC,,,,
265858-39,Early Stage VC,,,,
265859-47,Early Stage VC,,,,
265860-19,Early Stage VC,,,,
265862-53,Early Stage VC,,,,
265864-51,Early Stage VC,,,,
265865-23,Early Stage VC,,,,
265865-41,Early Stage VC,,,,
265865-59,Early Stage VC,,,,
265866-67,Early Stage VC,,,,
265867-03,Early Stage VC,,,,
265867-12,Early Stage VC,,,,
265867-30,Early Stage VC,,,,
265867-57,Early Stage VC,,,,
265867-66,Early Stage VC,,,,
265867-75,Early Stage VC,,,,
265868-20,Early Stage VC,,,,
265868-29,Early Stage VC,,,,
265868-74,Early Stage VC,,,,
265868-92,Early Stage VC,,,,
265869-19,Early Stage VC,,,,
265869-73,Early Stage VC,,,,
265870-18,Early Stage VC,,,,
265870-63,Early Stage VC,,,,
265871-08,Early Stage VC,,,,
265872-88,Early Stage VC,,,,
265875-13,Early Stage VC,,,,
265875-31,Early Stage VC,,,,
265876-21,Early Stage VC,,,,
265876-66,Early Stage VC,,,,
265877-47,Early Stage VC,,,,
265878-46,Early Stage VC,,,,
265883-14,Early Stage VC,,,,
265888-81,Early Stage VC,,,,
265890-70,Early Stage VC,,,,
265892-77,Early Stage VC,,,,
265893-04,Early Stage VC,,,,
265895-11,Early Stage VC,,,,
265897-54,Early Stage VC,,,,
265899-34,Early Stage VC,,,,
265900-06,Early Stage VC,,,,
265903-30,Early Stage VC,,,,
265906-27,Early Stage VC,,,,
265908-34,Early Stage VC,,,,
265908-43,Early Stage VC,,,,
265908-52,Early Stage VC,,,,
265908-88,Early Stage VC,,,,
265909-06,Early Stage VC,,,,
265909-60,Early Stage VC,,,,
265909-78,Early Stage VC,,,,
265909-87,Early Stage VC,,,,
265910-14,Early Stage VC,,,,
265910-32,Early Stage VC,,,,
265910-50,Early Stage VC,,,,
265910-77,Early Stage VC,,,,
265910-86,Early Stage VC,,,,
265910-95,Early Stage VC,,,,
265911-85,Early Stage VC,,,,
265911-94,Early Stage VC,,,,
265912-03,Early Stage VC,,,,
265913-83,Early Stage VC,,,,
265914-01,Early Stage VC,,,,
265914-19,Early Stage VC,,,,
265917-61,Early Stage VC,,,,
265918-78,Early Stage VC,,,,
265919-95,Early Stage VC,,,,
265924-27,Early Stage VC,,,,
265925-35,Early Stage VC,,,,
265926-97,Early Stage VC,,,,
265929-85,Early Stage VC,,,,
265932-55,Early Stage VC,,,,
265935-61,Early Stage VC,,,,
265939-57,Early Stage VC,,,,
265940-02,Early Stage VC,,,,
265940-83,Early Stage VC,,,,
265941-10,Early Stage VC,,,,
265942-00,Early Stage VC,,,,
265942-09,Early Stage VC,,,,
265943-17,Early Stage VC,,,,
265943-62,Early Stage VC,,,,
265943-71,Early Stage VC,,,,
265943-80,Early Stage VC,,,,
265943-98,Early Stage VC,,,,
265944-16,Early Stage VC,,,,
265944-97,Early Stage VC,,,,
265945-15,Early Stage VC,,,,
265945-42,Early Stage VC,,,,
265945-60,Early Stage VC,,,,
265945-78,Early Stage VC,,,,
265945-96,Early Stage VC,,,,
265946-14,Early Stage VC,,,,
265950-28,Early Stage VC,,,,
265954-33,Early Stage VC,,,,
265955-14,Early Stage VC,,,,
265956-22,Early Stage VC,,,,
265956-94,Early Stage VC,,,,
265958-47,Early Stage VC,,,,
265962-97,Early Stage VC,,,,
265963-06,Early Stage VC,,,,
265964-14,Early Stage VC,,,,
265964-41,Early Stage VC,,,,
265964-59,Early Stage VC,,,,
265966-21,Early Stage VC,,,,
265967-74,Early Stage VC,,,,
265971-25,Early Stage VC,,,,
265971-70,Early Stage VC,,,,
265971-79,Early Stage VC,,,,
265971-97,Early Stage VC,,,,
265972-06,Early Stage VC,,,,
265972-15,Early Stage VC,,,,
265972-60,Early Stage VC,,,,
265972-87,Early Stage VC,,,,
265972-96,Early Stage VC,,,,
265973-41,Early Stage VC,,,,
265973-50,Early Stage VC,,,,
265973-86,Early Stage VC,,,,
265974-13,Early Stage VC,,,,
265974-31,Early Stage VC,,,,
265974-40,Early Stage VC,,,,
265974-49,Early Stage VC,,,,
265977-73,Early Stage VC,,,,
265979-08,Early Stage VC,,,,
265983-04,Early Stage VC,,,,
265983-40,Early Stage VC,,,,
265988-26,Early Stage VC,,,,
265989-97,Early Stage VC,,,,
265991-23,Early Stage VC,,,,
265993-12,Early Stage VC,,,,
265996-63,Early Stage VC,,,,
265997-26,Early Stage VC,,,,
265999-33,Early Stage VC,,,,
266001-04,Early Stage VC,,,,
266002-21,Early Stage VC,,,,
266003-38,Early Stage VC,,,,
266007-25,Early Stage VC,,,,
266007-97,Early Stage VC,,,,
266008-06,Early Stage VC,,,,
266008-33,Early Stage VC,,,,
266009-50,Early Stage VC,,,,
266009-77,Early Stage VC,,,,
266009-86,Early Stage VC,,,,
266010-22,Early Stage VC,,,,
266010-31,Early Stage VC,,,,
266010-85,Early Stage VC,,,,
266011-48,Early Stage VC,,,,
266011-75,Early Stage VC,,,,
266011-84,Early Stage VC,,,,
266012-29,Early Stage VC,,,,
266012-56,Early Stage VC,,,,
266012-65,Early Stage VC,,,,
266012-83,Early Stage VC,,,,
266013-28,Early Stage VC,,,,
266013-37,Early Stage VC,,,,
266013-64,Early Stage VC,,,,
266014-27,Early Stage VC,,,,
266014-72,Early Stage VC,,,,
266014-99,Early Stage VC,,,,
266015-26,Early Stage VC,,,,
266016-70,Early Stage VC,,,,
266016-79,Early Stage VC,,,,
266018-32,Early Stage VC,,,,
266018-86,Early Stage VC,,,,
266019-13,Early Stage VC,,,,
266019-58,Early Stage VC,,,,
266019-76,Early Stage VC,,,,
266019-85,Early Stage VC,,,,
266023-27,Early Stage VC,,,,
266023-99,Early Stage VC,,,,
266024-26,Early Stage VC,,,,
266024-44,Early Stage VC,,,,
266025-70,Early Stage VC,,,,
266028-67,Early Stage VC,,,,
266030-11,Early Stage VC,,,,
266032-90,Early Stage VC,,,,
266037-40,Early Stage VC,,,,
266038-84,Early Stage VC,,,,
266038-93,Early Stage VC,,,,
266041-72,Early Stage VC,,,,
266043-70,Early Stage VC,,,,
266047-30,Early Stage VC,,,,
266049-55,Early Stage VC,,,,
266050-36,Early Stage VC,,,,
266051-98,Early Stage VC,,,,
266053-24,Early Stage VC,,,,
266053-42,Early Stage VC,,,,
266053-78,Early Stage VC,,,,
266054-05,Early Stage VC,,,,
266054-14,Early Stage VC,,,,
266054-68,Early Stage VC,,,,
266054-77,Early Stage VC,,,,
266054-86,Early Stage VC,,,,
266054-95,Early Stage VC,,,,
266055-04,Early Stage VC,,,,
266055-13,Early Stage VC,,,,
266055-31,Early Stage VC,,,,
266055-49,Early Stage VC,,,,
266055-58,Early Stage VC,,,,
266055-94,Early Stage VC,,,,
266056-03,Early Stage VC,,,,
266056-75,Early Stage VC,,,,
266056-84,Early Stage VC,,,,
266059-45,Early Stage VC,,,,
266061-97,Early Stage VC,,,,
266062-06,Early Stage VC,,,,
266062-87,Early Stage VC,,,,
266063-68,Early Stage VC,,,,
266063-77,Early Stage VC,,,,
266070-52,Early Stage VC,,,,
266071-06,Early Stage VC,,,,
266071-87,Early Stage VC,,,,
266072-14,Early Stage VC,,,,
266073-31,Early Stage VC,,,,
266076-10,Early Stage VC,,,,
266076-55,Early Stage VC,,,,
266077-81,Early Stage VC,,,,
266078-62,Early Stage VC,,,,
